ShiftKey,LineId,Segment,Cluster,Label,Count,Hours
ngp2|2026-06-14|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,1,0.05
ngp2|2026-06-14|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,1,0.03
ngp2|2026-06-14|day,ngp2,foil,Labeler,"2045-5B4 Labeler right, label buffer empty (dancer at the top",1,0.16
ngp2|2026-06-14|day,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",1,0.11
ngp2|2026-06-14|day,ngp2,foil,Labeler,"2045-7B2 Labeler right, waste tape not in suction unit",2,0.04
ngp2|2026-06-14|day,ngp2,foil,Labeler,"2045-5B1 Labeler right, swivel moving (Dispensing edge",1,0.03
ngp2|2026-06-14|day,ngp2,foil,Labeler,"2045-4B2 Labeler left, end of label tape, pre Warning",1,0.02
ngp2|2026-06-14|day,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.07
ngp2|2026-06-14|day,ngp2,foil,Printer,"2037 Printer right, not ready",1,0.04
ngp2|2026-06-14|day,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",1,0.03
ngp2|2026-06-14|day,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.03
ngp2|2026-06-14|day,ngp2,foil,Printer,"2035 Printer right, pre-warning low ribbon",1,0.02
ngp2|2026-06-14|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,1,0.02
ngp2|2026-06-14|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,7,0.37
ngp2|2026-06-14|day,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,1,0.04
ngp2|2026-06-14|night,ngp2,hydration,Cap,1052-5B1 Cap area not empty,15,0.68
ngp2|2026-06-14|night,ngp2,hydration,Cap,1031-16B1 Consecutive fault camera cap not ok lane 3,1,0.06
ngp2|2026-06-14|night,ngp2,hydration,Cap,"1095 Error by cap reassemble, please check station 090",1,0.02
ngp2|2026-06-14|night,ngp2,hydration,Other,1A03 Axis FB: Motion or parameter error - check fault message list,1,0.15
ngp2|2026-06-14|night,ngp2,hydration,Other,1140-2B1 Carrier at rear left side not empty,1,0.13
ngp2|2026-06-14|night,ngp2,hydration,Other,1031-10M1 Axis has reached adjusted current limit,1,0.12
ngp2|2026-06-14|night,ngp2,hydration,Other,1080 Consecutive fault Level not reached,1,0.05
ngp2|2026-06-14|night,ngp2,hydration,Other,1140-2B2 Carrier at rear right side not empty,1,0.03
ngp2|2026-06-14|night,ngp2,hydration,Catheter Reject,1100-13B6 Bad catheter not rejected at lane 6 (remove catheter,3,0.1
ngp2|2026-06-14|night,ngp2,hydration,Catheter Reject,1100-13B7 Bad catheter not rejected at lane 7 (remove catheter,3,0.09
ngp2|2026-06-14|night,ngp2,hydration,Catheter Reject,1030-5B3 Consecutive fault loader catheter absence lane 5,1,0.08
ngp2|2026-06-14|night,ngp2,hydration,Catheter Reject,1100-13B9 Bad catheter not rejected at lane 9 (remove catheter,2,0.06
ngp2|2026-06-14|night,ngp2,hydration,Catheter Reject,1100-13B8 Bad catheter not rejected at lane 8 (remove catheter,1,0.06
ngp2|2026-06-14|night,ngp2,hydration,Limit Switch,1090-2B1 Limit switch fault TIP terminals inside carrier left extended,2,0.1
ngp2|2026-06-14|night,ngp2,hydration,Limit Switch,1030-13B3 Limit switch fault Unload TIP lane 5 closed,1,0.04
ngp2|2026-06-14|night,ngp2,hydration,Limit Switch,1090-2B3 Limit switch fault TIP terminals inside carrier right extended,1,0.03
ngp2|2026-06-14|night,ngp2,hydration,Limit Switch,1090-3B1 Limit switch fault TIP terminals outside extended,1,0.03
ngp2|2026-06-14|night,ngp2,hydration,Limit Switch,1064-3B1 Limit switch fault TIP terminals outside extended,1,0.03
ngp2|2026-06-14|night,ngp2,hydration,Gripper,1090-5B1 Limit switch fault Gripper cover left extended,1,0.08
ngp2|2026-06-14|night,ngp2,hydration,Gripper,1010-4B1 Limit switch fault Loading gripper funnel lane 2 closed,1,0.05
ngp2|2026-06-14|night,ngp2,hydration,Gripper,1064-7B1 Limit switch fault Gripper cover left opened,1,0.03
ngp2|2026-06-14|night,ngp2,hydration,Gripper,1030-4B1 Limit switch fault Loading gripper funnel lane 1 closed,1,0.03
ngp2|2026-06-14|night,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,1,0.19
ngp2|2026-06-14|night,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,26,1.3
ngp2|2026-06-14|night,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,3,0.09
ngp2|2026-06-14|night,ngp2,foil,Detection Fault,2075-1B1 Reject fault lane 1 - Remove product after reject,3,0.06
ngp2|2026-06-14|night,ngp2,foil,Detection Fault,2075-1B4 Reject fault lane 4 - Remove product after reject,1,0.02
ngp2|2026-06-14|night,ngp2,foil,Detection Fault,2070-1B5 Product detection fault after cutting lane 5,1,0.02
ngp2|2026-06-14|night,ngp2,foil,Other,2049-1B2 Consecutive fault lane 2,4,0.21
ngp2|2026-06-14|night,ngp2,foil,Other,2A01-5M1 Waste extraction system container full or flap opened (5B1/5B2/5S1,1,0.16
ngp2|2026-06-14|night,ngp2,foil,Other,2087-1B3 Slug detected lane 3,1,0.04
ngp2|2026-06-14|night,ngp2,foil,Other,2049-1B3 Consecutive fault lane 3,1,0.03
ngp2|2026-06-14|night,ngp2,foil,Other,2049-1B1 Consecutive fault lane 1,1,0.02
ngp2|2026-06-14|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 4 - Please check product/sensor,1,0.07
ngp2|2026-06-14|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,2,0.04
ngp2|2026-06-14|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 1 - Please check product/sensor,1,0.03
ngp2|2026-06-14|night,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",1,0.13
ngp2|2026-06-14|night,ngp2,foil,Labeler,"2045-4B2 Labeler left, end of label tape, pre Warning",1,0.02
ngp2|2026-06-14|night,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.09
ngp2|2026-06-14|night,ngp2,foil,Printer,"2037 Printer right, not ready",1,0.06
ngp2|2026-06-14|night,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.04
ngp2|2026-06-14|night,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",1,0.03
ngp2|2026-06-14|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,2,0.05
ngp2|2026-06-14|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,2,0.04
ngp2|2026-06-14|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 3,1,0.02
ngp2|2026-06-14|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,12,0.35
ngp2|2026-06-15|day,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,1,0.0
ngp2|2026-06-15|day,ngp2,hydration,Other,1031-10M1 Axis has reached adjusted current limit,3,0.18
ngp2|2026-06-15|day,ngp2,hydration,Other,1001-1M1 Axis has reached adjusted current limit,1,0.05
ngp2|2026-06-15|day,ngp2,hydration,Other,1031-16B1 Consecutive fault camera light level not ok lane 3,1,0.05
ngp2|2026-06-15|day,ngp2,hydration,Other,1140-2B2 Carrier at rear right side not empty,1,0.03
ngp2|2026-06-15|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,14,0.53
ngp2|2026-06-15|day,ngp2,hydration,Cap,1064 Consecutive fault (Check area for missing cap and sensor 8B1,1,0.06
ngp2|2026-06-15|day,ngp2,hydration,Catheter Reject,1010-5B4 Consecutive fault loader catheter absence lane 8,1,0.02
ngp2|2026-06-15|day,ngp2,hydration,Gripper,1030-4B5 Limit switch fault Loading gripper funnel lane 9 closed,1,0.23
ngp2|2026-06-15|day,ngp2,hydration,Gripper,1030-4B4 Limit switch fault Loading gripper funnel lane 7 closed,1,0.06
ngp2|2026-06-15|day,ngp2,hydration,Gripper,1030-10B3 Limit switch fault Unload gripper funnel lane 5 closed,1,0.06
ngp2|2026-06-15|day,ngp2,hydration,Gripper,1010-4B5 Limit switch fault Loading gripper funnel lane 10 closed,1,0.03
ngp2|2026-06-15|day,ngp2,hydration,Gripper,1100-8B15 Limit switch fault gripper tip lane 8 opened,1,0.02
ngp2|2026-06-15|day,ngp2,hydration,Limit Switch,1064-2B3 Limit switch fault TIP terminals inside carrier right extended,2,0.04
ngp2|2026-06-15|day,ngp2,hydration,Limit Switch,1030-13B4 Limit switch fault Unload TIP lane 7 closed,1,0.03
ngp2|2026-06-15|day,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,2,0.07
ngp2|2026-06-15|day,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,32,1.2
ngp2|2026-06-15|day,ngp2,foil,Detection Fault,2070-1B1 Product detection fault after cutting lane 1,1,0.04
ngp2|2026-06-15|day,ngp2,foil,Other,2049-1B2 Consecutive fault lane 2,6,0.3
ngp2|2026-06-15|day,ngp2,foil,Other,2049-1B3 Consecutive fault lane 3,4,0.24
ngp2|2026-06-15|day,ngp2,foil,Other,2154-1M1 End of reel,1,0.05
ngp2|2026-06-15|day,ngp2,foil,Other,2152-1M1 End of reel,1,0.05
ngp2|2026-06-15|day,ngp2,foil,Other,2152-1M1 Prewarning end of reel,1,0.02
ngp2|2026-06-15|day,ngp2,foil,Labeler,"2045-5B4 Labeler right, label buffer empty (dancer at the top",1,0.11
ngp2|2026-06-15|day,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",1,0.09
ngp2|2026-06-15|day,ngp2,foil,Labeler,"2045-7B1 Labeler left, waste tape not in suction unit",1,0.06
ngp2|2026-06-15|day,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,7,0.15
ngp2|2026-06-15|day,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.04
ngp2|2026-06-15|day,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.04
ngp2|2026-06-15|day,ngp2,foil,Printer,"2035 Printer right, not ready or job deviation detected",1,0.03
ngp2|2026-06-15|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,2,0.03
ngp2|2026-06-15|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,1,0.03
ngp2|2026-06-15|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,12,0.32
ngp2|2026-06-15|day,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,1,0.02
ngp2|2026-06-15|night,ngp2,hydration,Gripper,1064-7B1 Limit switch fault Gripper cover left opened,1,0.06
ngp2|2026-06-15|night,ngp2,hydration,Gripper,1030-4B4 Limit switch fault Loading gripper funnel lane 7 closed,1,0.03
ngp2|2026-06-15|night,ngp2,hydration,Gripper,1010-4B5 Limit switch fault Loading gripper funnel lane 10 closed,1,0.03
ngp2|2026-06-15|night,ngp2,hydration,Gripper,1100-8B1 Limit switch fault gripper tip lane 1 opened,1,0.03
ngp2|2026-06-15|night,ngp2,hydration,Gripper,1031-10B1 Gripper TIP close end position opened reached,1,0.02
ngp2|2026-06-15|night,ngp2,hydration,Cap,1052-5B1 Cap area not empty,11,0.42
ngp2|2026-06-15|night,ngp2,hydration,Cap,1031-15B1 Consecutive fault camera cap not ok lane 1,1,0.02
ngp2|2026-06-15|night,ngp2,hydration,Catheter Reject,1100-13B5 Good catheter not detected at lane 5,1,0.22
ngp2|2026-06-15|night,ngp2,hydration,Catheter Reject,1100-13B8 Bad catheter not rejected at lane 8 (remove catheter,3,0.08
ngp2|2026-06-15|night,ngp2,hydration,Catheter Reject,1100-13B2 Bad catheter not rejected at lane 2 (remove catheter,1,0.02
ngp2|2026-06-15|night,ngp2,hydration,Catheter Reject,"1100-13B1 Cathether detected at lane 1 (remove catheter, if free check sensor",1,0.02
ngp2|2026-06-15|night,ngp2,hydration,Catheter Reject,1100-13B5 Bad catheter not rejected at lane 5 (remove catheter,1,0.02
ngp2|2026-06-15|night,ngp2,hydration,Limit Switch,1030-13B2 Limit switch fault Unload TIP lane 3 closed,1,0.02
ngp2|2026-06-15|night,ngp2,hydration,Other,1031-10M1 Axis has reached adjusted current limit,3,0.29
ngp2|2026-06-15|night,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,1,0.14
ngp2|2026-06-15|night,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,1,0.48
ngp2|2026-06-15|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,10,0.35
ngp2|2026-06-15|night,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,4,0.13
ngp2|2026-06-15|night,ngp2,foil,Other,2111-1T1 Consecutive fault web guiding out of range,6,0.24
ngp2|2026-06-15|night,ngp2,foil,Other,2048 Consecutive error no pass message lane 2,2,0.23
ngp2|2026-06-15|night,ngp2,foil,Other,2B05-1K2 Guard not closed,2,0.09
ngp2|2026-06-15|night,ngp2,foil,Other,2041-2B1 Consecutive fault bad part,1,0.02
ngp2|2026-06-15|night,ngp2,foil,Other,2154-1M1 End of reel,1,0.02
ngp2|2026-06-15|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 1,2,0.05
ngp2|2026-06-15|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 2,2,0.04
ngp2|2026-06-15|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,2,0.03
ngp2|2026-06-15|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 5,1,0.02
ngp2|2026-06-15|night,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,36,1.21
ngp2|2026-06-15|night,ngp2,foil,Detection Fault,2070-1B1 Product detection fault after cutting lane 1,1,0.02
ngp2|2026-06-15|night,ngp2,foil,Detection Fault,2075-1B2 Reject fault lane 2 - Remove product after reject,1,0.02
ngp2|2026-06-15|night,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",4,0.12
ngp2|2026-06-15|night,ngp2,foil,Printer,2032 Printer print imprint,1,0.11
ngp2|2026-06-15|night,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.09
ngp2|2026-06-15|night,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.07
ngp2|2026-06-15|night,ngp2,foil,Printer,"2037 Printer right, pre-warning low ribbon",1,0.07
ngp2|2026-06-15|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,5,0.12
ngp2|2026-06-15|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 5 - Please check product/sensor,1,0.02
ngp2|2026-06-15|night,ngp2,foil,Positioning,2073 Product not in correct position Lane 3 - Please check product/sensor,1,0.01
ngp2|2026-06-15|night,ngp2,foil,Labeler,"2045-7B1 Labeler left, waste tape not in suction unit",5,0.29
ngp2|2026-06-15|night,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",1,0.18
ngp2|2026-06-15|night,ngp2,foil,Labeler,"2045-5B4 Labeler right, label buffer empty (dancer at the top",1,0.12
ngp2|2026-06-15|night,ngp2,foil,Labeler,"2045-4B3 Labeler left, end of label tape",1,0.03
ngp2|2026-06-16|day,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,1,0.04
ngp2|2026-06-16|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,27,0.89
ngp2|2026-06-16|day,ngp2,hydration,Cap,1031-18B1 Consecutive fault camera cap not ok lane 7,4,0.21
ngp2|2026-06-16|day,ngp2,hydration,Cap,1012-19B1 Consecutive fault camera cap not ok lane 10,4,0.09
ngp2|2026-06-16|day,ngp2,hydration,Cap,1064 Consecutive fault (Check area for missing cap and sensor 8B1,3,0.08
ngp2|2026-06-16|day,ngp2,hydration,Catheter Reject,1100-13B7 Bad catheter not rejected at lane 7 (remove catheter,1,0.06
ngp2|2026-06-16|day,ngp2,hydration,Catheter Reject,1030-11B4 or -5B4 Consecutive fault catheter presence unload lane 7,1,0.04
ngp2|2026-06-16|day,ngp2,hydration,Catheter Reject,"1100-13B10 Cathether detected at lane 10 (remove catheter, if free check sensor",1,0.02
ngp2|2026-06-16|day,ngp2,hydration,Catheter Reject,1100-13B10 Bad catheter not rejected at lane 10 (remove catheter,1,0.02
ngp2|2026-06-16|day,ngp2,hydration,Other,1012-10M1 Axis has reached adjusted current limit,3,0.71
ngp2|2026-06-16|day,ngp2,hydration,Other,1031-10M1 Axis has reached adjusted current limit,4,0.23
ngp2|2026-06-16|day,ngp2,hydration,Other,1140-2B2 Carrier at rear right side not empty,1,0.04
ngp2|2026-06-16|day,ngp2,hydration,Other,1A03 Axis FB: Motion or parameter error - check fault message list,1,0.03
ngp2|2026-06-16|day,ngp2,hydration,Gripper,1030-10B4 Limit switch fault Unload gripper funnel lane 7 closed,3,0.09
ngp2|2026-06-16|day,ngp2,hydration,Gripper,1100-8B19 Limit switch fault gripper tip lane 10 closed,1,0.09
ngp2|2026-06-16|day,ngp2,hydration,Gripper,1100-8B5 Limit switch fault gripper tip lane 3 closed,1,0.08
ngp2|2026-06-16|day,ngp2,hydration,Gripper,1100-8B7 Limit switch fault gripper tip lane 4 closed,1,0.08
ngp2|2026-06-16|day,ngp2,hydration,Gripper,1010-4B5 Limit switch fault Loading gripper funnel lane 10 closed,1,0.06
ngp2|2026-06-16|day,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,3,0.61
ngp2|2026-06-16|day,ngp2,hydration,Limit Switch,1064-2B1 Limit switch fault TIP terminals inside carrier left extended,4,0.22
ngp2|2026-06-16|day,ngp2,hydration,Limit Switch,1064-3B1 Limit switch fault TIP terminals outside extended,2,0.06
ngp2|2026-06-16|day,ngp2,hydration,Limit Switch,1030-13B5 Limit switch fault Unload TIP lane 9 closed,1,0.02
ngp2|2026-06-16|day,ngp2,hydration,Cover,1140-1B1 Cover holder left not empty,2,0.08
ngp2|2026-06-16|day,ngp2,foil,Detection Fault,2070-1B2 Product detection fault after cutting lane 2,16,0.48
ngp2|2026-06-16|day,ngp2,foil,Detection Fault,2075-1B4 Reject fault lane 4 - Remove product after reject,1,0.02
ngp2|2026-06-16|day,ngp2,foil,Positioning,2073 Product not in correct position Lane 2 - Please check product/sensor,8,0.41
ngp2|2026-06-16|day,ngp2,foil,Other,2B05-1K2 Guard not closed,3,0.41
ngp2|2026-06-16|day,ngp2,foil,Other,2A01-5M1 Waste extraction system container full or flap opened (5B1/5B2/5S1,1,0.06
ngp2|2026-06-16|day,ngp2,foil,Other,2152-1M1 End of reel,1,0.03
ngp2|2026-06-16|day,ngp2,foil,Other,2049-1B4 Consecutive fault lane 4,1,0.02
ngp2|2026-06-16|day,ngp2,foil,Other,2032 Consecutive fault print mark not ok,1,0.02
ngp2|2026-06-16|day,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.05
ngp2|2026-06-16|day,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",2,0.05
ngp2|2026-06-16|day,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.04
ngp2|2026-06-16|day,ngp2,foil,Edge Trim,2068-1B3 Edge trim broken lane 3,2,0.09
ngp2|2026-06-16|day,ngp2,foil,Edge Trim,2068-1B6 Edge trim broken lane 6,1,0.05
ngp2|2026-06-16|day,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",1,0.2
ngp2|2026-06-16|day,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,16,0.84
ngp2|2026-06-16|day,ngp2,schubert,Line Stop / Wait,Line stop - waiting for schubert,1,0.03
ngp2|2026-06-16|night,ngp2,foil,Other,2049-1B3 Consecutive fault lane 3,2,0.1
ngp2|2026-06-16|night,ngp2,foil,Other,2049-1B4 Consecutive fault lane 4,1,0.04
ngp2|2026-06-16|night,ngp2,foil,Other,2049-1B2 Consecutive fault lane 2,1,0.02
ngp2|2026-06-16|night,ngp2,foil,Other,2049-1B5 Consecutive fault lane 5,1,0.02
ngp2|2026-06-16|night,ngp2,foil,Printer,"2037 Printer left, not ready",1,0.27
ngp2|2026-06-16|night,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",4,0.1
ngp2|2026-06-16|night,ngp2,foil,Printer,"2035 Printer right, not ready or job deviation detected",1,0.07
ngp2|2026-06-16|night,ngp2,foil,Printer,"2037 Printer right, not ready",1,0.05
ngp2|2026-06-16|night,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.04
ngp2|2026-06-16|night,ngp2,foil,Detection Fault,2075-1B3 Reject fault lane 3 - Remove product after reject,1,0.02
ngp2|2026-06-16|night,ngp2,foil,Edge Trim,2068-1B1 Edge trim broken lane 1,2,0.28
ngp2|2026-06-16|night,ngp2,foil,Labeler,"2045-4V1 Labeler left, fault or off (see labeler-display",2,0.31
ngp2|2026-06-16|night,ngp2,foil,Labeler,"2045-7B1 Labeler left, waste tape not in suction unit",2,0.13
ngp2|2026-06-16|night,ngp2,foil,Labeler,"2045-5B4 Labeler right, label buffer empty (dancer at the top",1,0.13
ngp2|2026-06-16|night,ngp2,foil,Labeler,"2045-7B2 Labeler right, waste tape not in suction unit",1,0.02
ngp2|2026-06-16|night,ngp2,foil,Positioning,2045-1M1 Manual axis positioning is active,1,0.01
ngp2|2026-06-16|night,ngp2,foil,Sealing Lane,2060 Please open the pack and remove catheter in sealing lane 4,1,0.03
ngp2|2026-06-16|night,ngp2,hydration,Cap,1052-5B1 Cap area not empty,30,0.83
ngp2|2026-06-16|night,ngp2,hydration,Cap,1031-15B1 Consecutive fault camera cap not ok lane 1,1,0.04
ngp2|2026-06-16|night,ngp2,hydration,Cap,1031-17B1 Consecutive fault camera cap not ok lane 5,1,0.03
ngp2|2026-06-16|night,ngp2,hydration,Gripper,1100-8B1 Limit switch fault gripper tip lane 1 opened,2,0.19
ngp2|2026-06-16|night,ngp2,hydration,Gripper,1030-4B4 Limit switch fault Loading gripper funnel lane 7 closed,2,0.08
ngp2|2026-06-16|night,ngp2,hydration,Gripper,1030-10B4 Limit switch fault Unload gripper funnel lane 7 closed,2,0.07
ngp2|2026-06-16|night,ngp2,hydration,Gripper,1100-8B2 Limit switch fault gripper funnel lane 1 opened,1,0.02
ngp2|2026-06-16|night,ngp2,hydration,Gripper,1010-4B1 Limit switch fault Loading gripper funnel lane 2 closed,1,0.02
ngp2|2026-06-16|night,ngp2,hydration,Catheter Reject,1100-13B10 Bad catheter not rejected at lane 10 (remove catheter,3,0.07
ngp2|2026-06-16|night,ngp2,hydration,Catheter Reject,"1100-13B10 Cathether detected at lane 10 (remove catheter, if free check sensor",2,0.04
ngp2|2026-06-16|night,ngp2,hydration,Catheter Reject,1100-13B5 Good catheter not detected at lane 5,1,0.02
ngp2|2026-06-16|night,ngp2,hydration,Catheter Reject,1100-13B6 Bad catheter not rejected at lane 6 (remove catheter,1,0.02
ngp2|2026-06-16|night,ngp2,hydration,Catheter Reject,1100-13B7 Bad catheter not rejected at lane 7 (remove catheter,1,0.02
ngp2|2026-06-16|night,ngp2,hydration,Other,1031-10M1 Axis has reached adjusted current limit,4,0.12
ngp2|2026-06-16|night,ngp2,hydration,Other,1A03 Axis error - check fault message list,1,0.04
ngp2|2026-06-16|night,ngp2,hydration,Other,1140-2B2 Carrier at rear right side not empty,1,0.03
ngp2|2026-06-16|night,ngp2,hydration,Other,1001-1M1 Axis has reached adjusted current limit,1,0.02
ngp2|2026-06-16|night,ngp2,hydration,Limit Switch,1064-2B1 Limit switch fault TIP terminals inside carrier left extended,3,0.06
ngp2|2026-06-16|night,ngp2,hydration,Limit Switch,1064-2B3 Limit switch fault TIP terminals inside carrier right extended,2,0.05
ngp2|2026-06-16|night,ngp2,hydration,Limit Switch,1064-3B1 Limit switch fault TIP terminals outside extended,2,0.05
ngp2|2026-06-16|night,ngp2,hydration,Limit Switch,1090-2B1 Limit switch fault TIP terminals inside carrier left extended,2,0.04
ngp2|2026-06-16|night,ngp2,hydration,Limit Switch,1030-13B3 Limit switch fault Unload TIP lane 5 closed,1,0.03
ngp2|2026-06-16|night,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,1,0.04
ngp2|2026-06-16|night,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,1,0.27
ngp2|2026-06-16|night,ngp2,schubert,Line Stop / Wait,Schubert - Downstream machine not ready,13,0.92
ngp2|2026-06-17|day,ngp2,hydration,PMK / Media,PMK is empty (switch to operation mode production,2,0.38
ngp2|2026-06-17|day,ngp2,hydration,Gripper,"1031-13B2 Limit switch fault Gripper cover retracted lane 1, 3, 5, 7, 9",1,0.11
ngp2|2026-06-17|day,ngp2,hydration,Gripper,1030-4B4 Limit switch fault Loading gripper funnel lane 7 closed,1,0.08
ngp2|2026-06-17|day,ngp2,hydration,Gripper,1030-4B5 Limit switch fault Loading gripper funnel lane 9 closed,1,0.06
ngp2|2026-06-17|day,ngp2,hydration,Gripper,1100-8B7 Limit switch fault gripper tip lane 4 opened,1,0.05
ngp2|2026-06-17|day,ngp2,hydration,Gripper,1030-4B1 Limit switch fault Loading gripper funnel lane 1 closed,2,0.04
ngp2|2026-06-17|day,ngp2,hydration,Catheter Reject,"1100-13B4 Cathether detected at lane 4 (remove catheter, if free check sensor",1,0.28
ngp2|2026-06-17|day,ngp2,hydration,Catheter Reject,1100-13B6 Bad catheter not rejected at lane 6 (remove catheter,1,0.02
ngp2|2026-06-17|day,ngp2,hydration,Catheter Reject,"1100-13B3 Cathether detected at lane 3 (remove catheter, if free check sensor",1,0.02
ngp2|2026-06-17|day,ngp2,hydration,Catheter Reject,1100-13B10 Bad catheter not rejected at lane 10 (remove catheter,1,0.01
ngp2|2026-06-17|day,ngp2,hydration,Cap,1052-5B1 Cap area not empty,18,0.5
ngp2|2026-06-17|day,ngp2,hydration,Cap,1064 Consecutive fault (Check area for missing cap and sensor 8B1,2,0.06
ngp2|2026-06-17|day,ngp2,hydration,Limit Switch,1090-2B1 Limit switch fault TIP terminals inside carrier left extended,7,0.16
ngp2|2026-06-17|day,ngp2,hydration,Limit Switch,1064-3B1 Limit switch fault TIP terminals outside extended,3,0.08
ngp2|2026-06-17|day,ngp2,hydration,Limit Switch,1064-2B3 Limit switch fault TIP terminals inside carrier right extended,1,0.03
ngp2|2026-06-17|day,ngp2,hydration,Limit Switch,1030-13B2 Limit switch fault Unload TIP lane 3 closed,1,0.02
ngp2|2026-06-17|day,ngp2,hydration,Limit Switch,1030-13B4 Limit switch fault Unload TIP lane 7 closed,1,0.02
ngp2|2026-06-17|day,ngp2,hydration,Timing,1A03-1K1 MSM: At least one station takes longer than maximum allowed (general>diag hydration,3,1.38
ngp2|2026-06-17|day,ngp2,hydration,Other,1031-10M1 Axis has reached adjusted current limit,1,0.16
ngp2|2026-06-17|day,ngp2,hydration,Other,1012-10M1 Axis has reached adjusted current limit,1,0.04
ngp2|2026-06-17|day,ngp2,foil,Printer,"2050 Printer left, not ready",2,0.12
ngp2|2026-06-17|day,ngp2,foil,Printer,"2035 Printer left, not ready or job deviation detected",1,0.05
ngp2|2026-06-17|day,ngp2,foil,Printer,"2035 Printer right, not ready or job deviation detected",1,0.03
ngp2|2026-06-17|day,ngp2,foil,Printer,"2035 Printer left, pre-warning low ribbon",2,0.03
